价格（￥）,名称,sku,药品通用名,有效期,药品分类,剂型,储存条件,使用剂量,适用症/功能主治,不良反应,儿童用药,老年用药,禁忌,批准文号
￥108.00,"
【日本监制】灰指甲特殊效发黄增厚药变黑空灰甲净根亮治真菌感染专用盒冰醋酸甲沟炎脚趾脱甲可搭阿莫罗芬搽剂凤仙花抑菌溶液三盒装",100090986261,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥320.00,8盒装[济川药业(JUMPCAN)] 蒲地蓝消炎口服液10ml*10支/盒,100083584163,蒲地蓝消炎口服液,24,（处方药）中成药,口服液剂,密封,未知,未知,常见：恶心、呕吐、腹胀、腹痛、乏力、头晕。其他：皮疹、瘙痒。,未知,未知,未知,国药准字Z20030095
￥9.00,联邦左福康 盐酸左氧氟沙星胶囊0.1g*20粒,100072178075,盐酸左氧氟沙星胶囊,24,（处方药）抗生素制剂,胶囊剂,遮光，密封保存。,未知,未知,未知,未知,未知,未知,国药准字H19990328
￥41.90,马应龙 痔炎消片0.53g*10片*4板 痔疮发炎肿痛 止血止痛 润肠通便,100034547542,痔炎消片,24,（非处方药）中成药,片剂,密封。,详见说明书,清热解毒，润肠通便。用于止血，止痛，消肿。用于痔疮发炎肿痛。,尚不明确。,未知,未知,详见说明书,国药准字Z20070013
￥29.00,[丽珠] 前列安栓2g*5枚/盒,100012747893,前列安栓,24,（处方药）中成药,栓剂,密闭，置阴凉处（不超过20℃）。（本品在室温过高情况下可能会变软、变形，但不影响疗效，可将栓剂冷冻后再开封使用。此时最好将栓剂存放在冰箱中。）,未知,未知,偶见：肛门不适、腹泻等。,未知,未知,详见说明书,国药准字Z10980066
￥11.90,新亚富康 酮康唑乳膏15g 脚气药去脚气膏脚臭脱皮杀菌止痒真菌感染脚癣股癣皮肤用药,100057643037,酮康唑乳膏,24,（非处方药）化学药制剂,乳膏剂,密封，在凉暗处（避光并不超过20℃）保存。,详情见说明书,用于手癣。详情见说明书,详情见说明书,未知,未知,详情见说明书,国药准字H31022183
￥69.00,"
【药房直售】幽门螺旋杆菌口腔抑菌膏幽门螺旋杆菌齿牙幽门螺杆菌抑菌膏成人款洁齿膏查理宜世 3支转阴装【90%用户的选择】",10082970422578,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥116.90,3盒装[三力] 开喉剑喷雾剂30ml/盒,100092717906,开喉剑喷雾剂,24,（处方药）中成药,喷雾剂,"密封,置阴凉干燥处（不超过20°C）",未知,未知,尚不明确。,未知,未知,未知,国药准字Z20026493
￥5.00,德济  刺五加颗粒  10g*6袋/盒 益气健脾 补肾安神 用于脾肾阳虚 体虚乏力,100019014211,刺五加颗粒,48,（非处方药）中成药,颗粒剂,密封,详见说明书,益气健脾，补肾安神。本品用于脾肾阳虚，体虚乏力，食欲不振，腰膝酸软，失眠多梦。,尚不明确。,详见说明书,详见说明书,详见说明书,国药准字Z22024272
￥958.00,[希爱力] 他达拉非片5mg*28片/盒 2盒装 超级希爱力,100023370813,他达拉非片,36,（处方药）化学药制剂,片剂,常温（10-30℃）保存。将药品置于儿童触及不到的地方。,未知,未知,偶见：心肌梗死，心源性猝死，卒中，胸痛，心悸，以及心动过速等。其他：偏头痛，癫痫，以及癫痫发作，短暂性遗忘症，视野缺失，视网膜静脉闭塞，视网膜动脉闭塞。,他达拉非片不能用于儿童患者。18岁以下的患者尚未建立安全性和有效性。,详见说明书,详见说明书,H20170022
￥14.00,同仁堂 石斛夜光丸29.2g 滋阴补肾 清肝明目 肝肾两亏 阴虚火旺 内障目暗 视物昏花,3545994,石斛夜光丸,48,（非处方药）中成药,丸剂,密封,详见说明书,本品用于肝肾两亏，阴虚火旺，内障目暗，视物昏花。,尚不明确。,未知,未知,未知,国药准字Z11020618
￥78.80,[希尔安] 跌打七厘片0.31g*24片/盒,100019181960,跌打七厘片,36,（处方药）中成药,片剂,密封,未知,未知,尚不明确。,未知,未知,肝肾功能不全，造血系统疾病，孕妇及哺乳期妇女禁用。,国药准字Z20143029
￥138.00,"
民间郎中苗癣王顽固牛皮癣专用银屑特药病效湿疹膏止根去痒皮炎大腿内侧股藓皮肤瘙痒手足头鲜三盒装",100064548909,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥28.80,"
云南本草百草止痒膏皮肤瘙痒苗药湿毒清蚊虫叮咬肛门阴囊潮湿瘙痒抑菌乳膏",100057509968,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥9.90,丽芙 甲硝唑凝胶 20g：0.15g*10g,100061495788,甲硝唑凝胶,36,（非处方药）化学药制剂,凝胶剂,遮光、密封保存。,详见说明书,用于炎症性丘疹、脓庖疮、酒渣鼻红斑的局部治疗。,未知,未知,未知,未知,国药准字H10980213
￥138.00,修正 生脉饮（党参方）10ml*21支*5盒气阴两亏 心悸气短 自汗 益气 养血生津,100081961917,生脉饮（党参方）,18,（非处方药）中成药,合剂,"密封,置阴凉(温度不超过20°C)处。",详见说明书,"益气,养阴生津。用于气阴两亏,心悸气短,自汗。",未知,未知,未知,未知,国药准字Z20053079
￥39.00,[999] 瘀血痹片0.5g*45片/盒,4611936,瘀血痹片,参考药品说明书,（处方药）中成药,片剂,密封，防潮。,未知,未知,尚不明确。,未知,未知,有出血倾向者慎用。,国药准字Z20050762
￥30.50,双鲸 维生素D滴剂(胶囊型）400单位*24粒 用于预防维生素D缺性佝偻病,100016026560,维生素D滴剂,24,（非处方药）化学药制剂,滴剂,遮光，密封，25℃以下保存。,儿童一日1-2粒;成人一日1-2粒,(1)预防维生素D缺乏性佝偻病。（2）预防骨质疏松症。,未知,未知,未知,未知,国药准字H20113033
￥76.00,玉林 湿毒清胶囊 0.5g*80粒/瓶 养血润肤 祛风止痒,100012383794,湿毒清胶囊,36,（非处方药）中成药,胶囊剂,密封。,详见说明书,本品用于血虚风燥所致的风瘙痒，症见皮肤干燥、脱屑、瘙痒，伴有抓痕、血痂、色素沉着；皮肤瘙痒症见上述证候者。,尚不明确。,未知,未知,孕妇禁用。,国药准字Z45021731
￥1998.00,东阿阿胶 阿胶500g 补血滋阴 润燥止血用于血虚眩晕不眠,2928382,阿胶,60,（非处方药）中成药,胶剂,密闭,详见说明书。,本品用于血虚萎黄，眩晕心悸，心烦不眠，肺燥咳嗽。,尚不明确。,未知,未知,尚不明确,国药准字Z37021368
￥59.00,"
养益君 麸炒山药片 铁棍山药片400g（200g*2罐）怀山药片 干山药片即食山药干 焦作垆土铁棍山药 怀山淮山药",100102735780,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥15.00,恒玉佳联苯苄唑乳膏15g：150mg* 20g/支 用于治疗各种皮肤真菌病 手癣 足癣 体股癣 花斑癣,100028736954,联苯苄唑乳膏,24,（非处方药）化学药制剂,乳膏剂,密闭，在阴凉处（不超过20℃）保存。,详见说明书,本品用于治疗各种皮肤真菌病，如手、足癣，体、股癣，花斑癣。,未知,未知,未知,未知,国药准字H20043467
￥15.00,枸橼酸西地那非片50mg*6片/盒,100057371106,枸橼酸西地那非片,24,（处方药）化学药制剂,片剂,常温保存。,未知,未知,详情见说明书,未知,未知,详情见说明书,国药准字H20227133
￥157.00,[舒坦明] 克立硼罗软膏2%*30g/盒,100009337435,克立硼罗软膏,36,（处方药）化学药制剂,软膏剂,密封，25℃以下保存，不可冷冻,未知,未知,常见：灼烧感、刺痛感、过敏性接触性皮炎。,详见说明书。,舒坦明®的临床研究未纳入足够数量的老年患者（满65岁），尚不能确定他们与年轻患者对本品的反应是否不同。,详见说明书,国药准字HJ20200022
￥389.00,达霏欣 米诺地尔搽剂60ml：3g*60ml*3盒 本品用于治疗男性型秃发及斑秃,100021688612,米诺地尔搽剂,24,（非处方药）化学药制剂,搽剂,遮光，密封，在阴凉处（不超过20℃）保存。,详见说明书且遵医嘱,详见说明书,详见药品说明书,未知,未知,详见说明书,国药准字H20060626
￥9.80,信龙 解痉镇痛酊30ml活血通经止痛用于治疗软组织损伤而引起的颈肩腰腿痛,3546284,解痉镇痛酊,36,（非处方药）中成药,酊剂,密封，遮光，置阴凉处（不超过20℃）保存,详见说明书,本品用于软组织损伤而引起的颈、肩、腰、腿痛，冻疮。,尚不明确。,未知,未知,孕妇禁用。,国药准字Z31020051
￥20.80,[白云山] 脑络通胶囊0.5g*30粒/盒,4704485,脑络通胶囊,24,（处方药）中成药,胶囊剂,密封，置干燥处（10~30℃）,未知,未知,未知,未知,未知,详见说明书。,国药准字Z44020002
￥39.00,"
时珍世家金系列百草抑菌止痒膏成人皮肤瘙痒皮湿炎疹股藓真菌感染大腿内侧全身痒牛皮癣外专用银屑药痤疮膏蚊虫叮咬",100083060885,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥78.70,达克宁乳膏硝酸咪康唑乳膏20g+散40g脚气止痒脱皮杀菌手脱皮膏真菌感染手皮开裂干裂手癣真菌感染药膏,100008802114,硝酸咪康唑乳膏/硝酸咪康唑散,60/36,其它,其他,密封保存/遮光，密封保存。,详见说明书,详见说明书,详见说明书,未知,未知,详见说明书,国药准字H61020001/国药准字H10930213
￥20.00,北京同仁堂 石斛夜光丸 5.5克*10丸 补肾滋阴 清肝明目肝肾两亏,3157130,石斛夜光丸,60,（非处方药）中成药,丸剂,密封,详见说明书,本品用于肝肾两亏，阴虚火旺，内障目暗，视物昏花。,尚不明确。,未知,未知,尚不明确。,国药准字Z11020113
￥40.50,999 三九感冒灵颗粒 10g*9袋解热镇痛用于感冒引起的头痛发热鼻塞流涕咽痛3盒装,100052759340,感冒灵颗粒,24,（非处方药）中成药,颗粒剂,密封,一次10克（1袋），一日三次,解热镇痛。用于感冒引起的头痛，发热，鼻塞，流涕，咽痛等,偶见皮疹，荨麻疹，药热及粒细胞减少；可见困倦、嗜睡、虚弱感，长期大量用药会导致肝肾功能异常。,未知,未知,严重肝肾功能不全者禁用。,国药准字Z44021940
￥207.00,拜耳爱乐维叶酸 复合维生素30片*2盒 用于妊娠期和哺乳期妇女对维生素、矿物质和微量元素的额外需求,100007304677,复合维生素片,24,（非处方药）化学药制剂,片剂,25℃以下贮藏，避免潮湿。,详见说明书,适用于妊娠期和哺乳期妇女对维生素、矿物质和微量元素的额外需求；并预防妊娠期因缺铁和叶酸所致的贫血。,"1、本品耐受性良好，少数病例会出现胃肠道功能紊乱（如便秘），但一般不须停药。

2、某些敏感的妇女可能会出现一定程度的过度兴奋，故此类病人避免在晚间服用。

3、如出现任何不良事件或反应，请咨询医师。",未知,未知,详见说明书,国药准字J20140155 （H20140354）
￥1079.00,[艾乐明] 巴瑞替尼片2mg*28片/盒,100005685811,巴瑞替尼片,24,（处方药）化学药制剂,片剂,不超过30℃保存,未知,未知,未知,未知,未知,未知,H20190039
￥29.90,达克宁盐酸特比萘芬喷雾剂15ml脚气药止痒脱皮烂脚丫真菌感染止痒脚气喷剂脚气药 脚臭 脚出汗 水泡,2943898,盐酸特比萘芬喷雾剂,36,（非处方药）化学药制剂,喷雾剂,密封保存。,一日2～3次,本品用于治疗手癣、足癣、体癣、股癣及花斑癣等。,偶见皮肤刺激如烧灼感，或过敏反应如皮疹、瘙痒等。,未知,未知,对本品任何成分过敏者禁用。,国药准字H20113280
￥295.00,仲景 左归丸（水蜜丸）【45g*5盒】滋肾补阴  真阴不足腰酸膝软盗汗神疲口燥,100026870580,左归丸,36,（非处方药）中成药,其他,密闭，防潮,详见说明书,滋肾补阴。用于真阴不足，腰酸膝软，盗汗，神疲口燥。,尚不明确,未知,未知,孕妇忌服，儿童禁用。详见说明书,国药准字Z41020696
￥22.00,云南白药 田七痛经胶囊 0.4克*12粒*2板/盒通调气血止痛调经用于经期腹痛及因寒所致的月经失调,100036955483,田七痛经胶囊,36,（非处方药）中成药,胶囊剂,密封,口服。经期或经前5天一-次3~5粒， 一日3次，经后可继续服用，一次3~5粒，一 日2~3次。,通调气血，止痛调经。用于经期腹痛及因寒所致的月经失调。,尚不明确,详见说明书,详见说明书,尚不明确,国药准字Z53021392
￥6.00,恒健维生素B2片100片舌炎阴囊炎口腔溃疡脂溢性皮炎成人儿童维生素B族,100015619542,维生素B2片,24,（非处方药）化学药制剂,片剂,遮光，密封保存,未知,本品适用于预防和治疗维生素B2缺乏症，如口角炎、唇干裂、舌炎、阴囊炎、结膜炎、脂溢性皮炎等。,在正常肾功能状态下几乎不产生毒性，服用后尿呈黄色，但不影响继续用药。,未知,未知,未知,国药准字H44020621
￥40.00,敖喜  消栓通络胶囊 0.54g*18粒,100073165039,消栓通络胶囊,18,（处方药）中成药,胶囊剂,密封。,未知,未知,未知,未知,未知,未知,国药准字Z10940067
￥6.60,龙虎清凉油 3g/盒 清凉散热 醒脑提神 止痒止痛  用于伤暑引起的头痛 晕车 蚊虫叮咬,2864719,清凉油,36,（非处方药）中成药,软膏剂,密闭，置阴凉处。（不超过20℃）,外用，需要时涂于太阳穴或患处。,清凉散热，醒脑提神，止痒止痛。用于伤暑引起的头痛，晕车，蚊虫叮咬。,尚不明确。,未知,未知,尚不明确。,国药准字Z31020047
￥59.00,"
养益君 八珍汤240g(30g*8袋)  独立小袋装 气血八珍汤料八珍袋泡茶可搭四物汤中药材包气血小袋泡茶双补养生茶",100097744418,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥52.00,汇仁六味地黄丸（浓缩丸） 8丸*45袋 滋阴补肾用于肾阴亏损头晕耳鸣腰膝酸软盗汗遗精,100005838700,六味地黄丸,24,（非处方药）中成药,丸剂,密封,详见说明书,本品用于肾阴亏损，头晕耳鸣，腰膝酸软，骨蒸潮热，盗汗遗精。,详见说明书,详见说明书,详见说明书,详见说明书,国药准字Z20033154
￥19.80,洛芙联苯苄唑乳膏20g汗斑专用药花斑癣药膏除根手足脚体股癣抗真菌感染皮肤用药非汗斑净,100065396099,联苯苄唑乳膏,24,（非处方药）化学药制剂,乳膏剂,密闭，在阴凉处（不超过20℃）保存。,详见说明书,用于治疗各种皮肤真菌病，如手、足癣，体、股癣，花斑癣。,详情见说明书,详见说明书,详见说明书,详情见说明书,国药准字H20058452
￥12.50,国学医学药学经典：本草纲目+黄帝内经+千金方+金匮要略（全四册）医药医术经典书籍,13131104,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥67.00,"京东国际	
金波士星加坡降龙十八虎蛇腰颈椎坐骨痛特灵活络油跌打扭伤肩周颈骨痛腰椎骨刺关节痛40ml",100006600904,未知,4年,未知,未知,置于阴凉干燥处,未知,跌打扭伤 周身筋骨痛 肩周颈骨痛 腰椎骨刺痛 骨骼咯咯响 风痛湿症痛 韧带拉伤痛 腰椎劳损痛 关节申曲痛 手足麻痹痛 左立起步痛,未知,未知,未知,未知,未知
￥40.00,[仙河] 驱白巴布期片0.5g*24片/盒,5980535,驱白巴布期片,24,（处方药）中成药,片剂,密封。,未知,未知,常见：肝生化异常；皮疹；瘙痒；恶心；头晕等。,尚无儿童的研究资料。,尚无老年人的研究资料。,"1.对本品过敏者禁用；
2.孕妇及哺乳期妇女禁用。",国药准字Z20063760
￥49.90,"
北京同仁堂怡美堂扁平疣尖锐湿疣专用搭尤立清宁去疣灵肉粒面部丝状疣瘊净脖子克疣体脱落膏颈部药械备案20g",100058617200,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,"儿童在成人监护下使用,不得食用。对本品过敏者停用",未知
￥85.00,草晶华破壁草本 菊花中药 菊花破壁饮片 1g*20袋/罐  散风清热 清热解毒,3836101,菊花破壁饮片,36,（非处方药）中药饮片,未知,置干燥处。,未知,散风清热，平肝明目，清热解毒。用于风热感冒，头痛眩晕，目赤肿痛，眼目昏花，疮痈肿毒。,未知,未知,未知,未知,无
￥25.00,[康青] 吡嗪酰胺片0.25g*100片/瓶,100037193039,吡嗪酰胺片,36,（处方药）化学药制剂,片剂,遮光，密封保存。,未知,未知,详见说明书。,未知,未知,吡嗪酰胺在下述人群中禁用： · 严重肝损伤。 · 对本品过敏。 · 严重痛风。,国药准字H21022354
￥46.00,"
时珍星时珍李腰椎部位型冷敷凝胶喷剂护腰腰椎间盘突出药专用膏腰肌劳损腰腿疼麻木坐骨神经痛喷雾剂三盒装",100095179226,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥89.00,"
香港大药房 腰椎冷敷凝胶腰间盘突出专用膏100%腰肌劳损压迫神经筋骨康消炎消肿腰疼腰酸背痛远红外治疗凝胶",100077210109,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥4.80,蜀中 藿香正气水 10ml/支*10支,8239198,藿香正气水,24,（非处方药）中成药,酊剂,密封。,详见说明书,本品用于外感风寒、内伤湿滞或夏伤暑湿所致的感冒，症见头痛昏重、胸膈痞闷、脘腹胀痛、呕吐泄泻；胃肠型感冒见上述证候者。,详见说明书,未知,未知,1.对本品及所含成份过敏者禁用；2.酒精过敏者禁用。,国药准字Z51022126
￥69.00,"
舒元康 华佗交泰丸同仁上热下寒仲景肉桂酸枣仁桑葚干配龟鹿二仙胶丸250g/瓶",100021187879,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥75.00,圣傲 百令片0.45g*90片/盒  补肺肾 益精气 用于肺肾两虚 咳嗽 气喘 腰背酸痛,100018855594,百令片,36,（非处方药）中成药,片剂,"密封,置阴凉干燥处",一次5-15片，一日3次,本品用于肺肾两虚引起的咳嗽、气喘、咳血、腰酸背痛等症及慢性支气管炎的辅助治疗。,详见说明书。,未知,未知,详见说明书且遵医嘱使用,国药准字Z20080187
￥114.00,[灵泰] 补肾益脑丸100丸/盒 3盒装,100059307782,补肾益脑丸,24,（处方药）中成药,丸剂,密封。,未知,未知,尚不明确。,未知,未知,详情见说明书,国药准字Z20025764
￥8.00,恒诚制药 小儿七星茶颗粒 7g*10袋 ,100036755457,小儿七星茶颗粒,24,（非处方药）中成药,颗粒剂,密封。,详见说明书,开胃消滞，清热定惊。用于小儿积滞化热，消化不良，不思饮食，烦躁易惊，夜寐不安，大便不畅，小便短赤。,详见说明书,未知,未知,详见说明书,国药准字Z44021610
￥31.00,同济堂 颈舒颗粒 6g*9袋 活血化瘀 温经通窍,3148204,颈舒颗粒,36,（非处方药）中成药,颗粒剂,密封。,详见说明书,本品用于神经根型颈椎病瘀血阻络证，症见颈肩部僵硬、疼痛，患侧上肢窜痛等。,偶见轻度恶心、呕吐、腹泻、腹痛等胃肠道反应。,未知,未知,孕妇禁用。,国药准字Z20010153
￥16.00,[久保平(jbp)  ]硝苯地平控释片 30mg*7片/板*2板/盒,100020530617,硝苯地平控释片,24,（处方药）化学药制剂,片剂,避光，30℃以下密封保存。,未知,未知,未知,未知,未知,详见说明书。,国药准字H20103238
￥36.80,"
内廷上用北京同仁堂 防己黄芪汤倪海厦防已黄氏汤湿气重湿寒脾胃虚寒弱脾阴虚火旺白术甘草大枣黄芪中药材",100050576676,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥24.90,"
老金磨方低糖黑芝麻丸126g九蒸九晒高膳食纤维手工糕点孕妇即食健康零食独立小包装",100023799132,未知,未知,未知,未知,置于阴凉干燥通风处,未知,未知,未知,未知,未知,未知,未知
￥19.80,洛芙盐酸特比萘芬乳膏凝胶25g/盒脚气药膏止痒脱皮烂脚丫真菌感染脚气根治.脚臭.脚出汗.水泡体股藓皮肤用药,100055208174,盐酸特比萘芬乳膏,24,（非处方药）化学药制剂,乳膏剂,遮光、密封，置25℃以下贮存，不得冷冻。,详见说明书。,用于治疗手癣、足癣、体癣、股癣，花斑癣及皮肤念珠菌病等。,详见说明书。,详见说明书。,详见说明书。,详见说明书。,国药准字H20093836
￥27.50,曼秀雷敦 乐敦康眼药水复方磺胺甲噁唑钠滴眼液15ml麦粒肿细菌感染细菌性结膜炎止痒消炎杀菌眼睑炎,3752331,复方磺胺甲噁唑钠滴眼液,36,（非处方药）化学药制剂,眼用制剂,密闭保存,详见说明书,细菌性结膜炎、睑腺炎（麦粒肿）及细菌性眼睑炎。,偶见眼睛刺激或过敏反应,未知,未知,对磺胺类药物过敏者禁用。,国药准字H10980245
￥21.90,"
藏植雅痔疮膏特俲治I痔疮专I用药肛裂便血肛门瘙痒药I膏肉球便血根肿内痔外痔疮混合痔疮药肛门瘙痒肛裂脓肿",100072520972,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥7.00,天天乐    感冒清热颗粒  12g*10袋 风寒感冒药颗粒冲剂 解热镇痛头痛发热咳嗽咽干,100057988274,感冒清热颗粒,24,（非处方药）中成药,颗粒剂,密封。,详见说明书。,疏风散寒，解表清热。详见说明书且遵医嘱使用。,未知,未知,未知,未知,国药准字Z45021959
￥11.88,悦康志德 净山楂70g/瓶 消食健胃 行气散瘀 化浊降脂,100033255187,净山楂,36,（非处方药）中药饮片,未知,置通风干燥处，防蛀,9-12g,消食健胃，行气散瘀，化浊降脂,未知,未知,未知,未知,无
￥40.00,[安博诺] 厄贝沙坦氢氯噻嗪片0.15g:12.5mg*28片/盒,100004309252,厄贝沙坦氢氯噻嗪片,36,（处方药）化学药制剂,片剂,不要贮存在30℃以上的地方，以原包装贮存。,未知,未知,其他：水肿，性功能障碍，腹泻，头晕（体位性），潮红，性欲改变，心动过速，肢端浮肿。罕见：虚弱；腹泻；头晕；消化不良；头痛；高血钾；肌痛；恶心；心动过速；肝功能异常；肾功能损害。,本品在年龄小于18岁的患者中使用的安全性和有效性尚未研究。,老年患者不需要调节用量。,详见说明书并谨遵医嘱使用,国药准字HJ20140194 国药准字HJ20140195（原 国药准字J20130041（H20140194 H20140195））
￥157.00,[舒坦明] 克立硼罗软膏2%*30g/盒,100009337435,克立硼罗软膏,36,（处方药）化学药制剂,软膏剂,密封，25℃以下保存，不可冷冻,未知,未知,常见：灼烧感、刺痛感、过敏性接触性皮炎。,详见说明书。,舒坦明®的临床研究未纳入足够数量的老年患者（满65岁），尚不能确定他们与年轻患者对本品的反应是否不同。,详见说明书,国药准字HJ20200022
￥7.50,[德济] 强力脑心康胶囊0.3g*24粒/盒,100019067777,强力脑心康胶囊,36,（处方药）中成药,其他,密封,未知,未知,尚不明确。,详见说明书,详见说明书,详见说明书,国药准字Z20026369
￥21.80,慢严舒柠复方青橄榄利咽含片0.5g*12片*2板 滋阴清热 利咽解毒,100011029654,复方青橄榄利咽含片,24,（非处方药）中成药,片剂,密封。,含服，一次1～2片，每小时一次，一日10～20片,滋阴清热，利咽解毒。适用于咽部灼热，疼痛，咽干不适。,尚不明确,未知,未知,尚不明确,国药准字B20050002
￥149.60,科素亚 氯沙坦钾片 50mg*28片,100007187147,氯沙坦钾片,36,（处方药）化学药制剂,片剂,遮光，密封，30℃以下干燥处保存。,未知,未知,详见说明书且遵医嘱。,详见说明书且遵医嘱。,详见说明书且遵医嘱。,详见说明书且遵医嘱。,国药准字HJ20171245、国药准字HJ20171246
￥78.80,[希尔安] 跌打七厘片0.31g*24片/盒,100019181960,跌打七厘片,36,（处方药）中成药,片剂,密封,未知,未知,尚不明确。,未知,未知,肝肾功能不全，造血系统疾病，孕妇及哺乳期妇女禁用。,国药准字Z20143029
￥7.80,金口馨 复方氯己定含漱液 150ml 牙龈出血 牙周脓肿 口腔黏膜溃疡,100011817028,复方氯己定含漱液,24,（非处方药）化学药制剂,溶液剂,遮光，密封保存。,详见说明书,用于牙龈炎、冠周炎、口腔黏膜炎等引起的牙龈出血、牙周脓肿、口腔黏膜溃疡等的辅助治疗。,"1、偶见过敏反应或口腔黏膜浅表脱屑。
2、长期使用能使口腔黏膜表面与牙齿着色，舌苔发黄，味觉改变。",未知,未知,对本品过敏者禁用。,国药准字H20058018
￥29.50,[新托妥] 瑞舒伐他汀钙片10mg*48片/盒,100016060976,瑞舒伐他汀钙片,36,（处方药）化学药制剂,片剂,密封，在干燥处保存。,未知,未知,本品所见的不良反应通常是轻度的和短暂性的。在对照临床试验中，因不良事件而退出试验的患者不到4%。1.不良事件的频率按如下次序排列：常见(>1/100，<1，10)：偶见(>1/1，000，<1/100);罕见(>1/10，000，<1/1000);十分罕见(<1/10，000)。详见说明书。,本品在儿童的安全性和有效性尚未建立。儿科使用的经验局限于少数（年龄≥8岁）纯合子家族性高胆固醇血症的患儿。因此，目前不建议儿科使用本品。,无需根据年龄调整剂量。临床研究中10275服用本品的患者，3159名(31%)≥65岁，698名(6.8%)≥75岁。这两个人群与年轻受试者的整体安全性和有效性无差异。其它临床使用经验报告也显示老年人群和年轻人群没有差异。但不能除外某些老年患者对药物敏感性更高，高龄是肌病的一个易感因素，因此应用于老年人群应谨慎。,对瑞舒伐他汀或本品中任何成分过敏者。活动性肝病患者，包括原因不明的血清转氨酶持续升高和任何血清转氨酶升高超过3倍的正常值上限（ULN）的患者。严重的肾功能损害的患者（肌酐清除率<30ml/min)。肌病患者。同时使用环孢素的患者。妊娠期间、哺乳期间、以及有可能怀孕而未采用适当避孕措施的妇女。,国药准字H20080670
￥27.00,[爱廷威] 他达拉非片10mg*5片/盒,100048247211,他达拉非片,24,（处方药）化学药制剂,片剂,常温（10~30°C)保存。,未知,未知,偶见：心肌梗死，心源性猝死，卒中，胸痛，心悸，以及心动过速等。其他：偏头痛，癫痫，以及癫痫发作，短暂性遗忘症，视野缺失，视网膜静脉闭塞，视网膜动脉闭塞。,他达拉非片不用于儿童患者。18岁以下的患者尚未建立安全性和有效性。,未知,未知,国药准字H20223400
￥156.00,恩威 锁阳固精丸720丸*6盒金锁固精补肾壮阳非处方药早泄敏感射精快用手过度苁蓉补肾强身生精硬度增强勃起,100065868140,锁阳固精丸,24,（非处方药）中成药,丸剂,密封。,"口服。小蜜丸一次9克(90丸),一日2次。",温肾固精。用于肾阳不足所致的腰膝酸软.头晕耳鸣、遗精早泄。,尚不明确,未知,未知,尚不明确,国药准字Z13020588
￥24.00,石药 欧必达 阿普米司特片 10mg*4片,100075964293,阿普米司特片,36,（处方药）化学药制剂,片剂,密封，不超过30℃保存。,未知,未知,未知,未知,未知,详见说明书。,国药准字H20233379
￥9.90,[三益] 哈西奈德溶液0.1%*10ml/支,4369704,哈西奈德溶液,24,（处方药）化学药制剂,外用液体剂,遮光，密封保存。,未知,未知,常见：烧灼感、刺痛、瘙痒。其他不良反应：毛细血管扩张、皮肤萎缩、萎缩纹瘀斑、多毛症、毛囊炎、粟丘疹。,应小面积，短期应用，一旦出现刺激或过敏反应应迅速停药或改用其它药，一岁以内儿童尽量不用此药。,尚不明确。,"1.对该药过敏者；
2.由细菌、真菌、病毒和寄生虫引起的原发性皮肤病变；
3.溃疡性病变；
4.痤疮、酒渣鼻；
5.眼睑部用药(有引起青光眼的危险)；
6.渗出性皮肤病；
7.面部不宜应用。",国药准字H34020323
￥36.00,[天衡] 舒林酸片0.1g*12片/盒,100035720470,舒林酸片,48,（处方药）化学药制剂,片剂,密封保存。,未知,未知,常见：上腹痛、腹胀、消化不良、恶心、腹泻、便秘、纳差等。其他：头晕、头痛、嗜睡、失眠。,2岁以下儿童不宜服用。,有肾功能明显减退，应相应减少服用剂量。,未知,国药准字H33021627
￥12.00,[福元] 复方醋酸氟轻松酊20ml/支,100005801677,复方醋酸氟轻松酊,24,（处方药）化学药制剂,其他,遮光，密封，在阴凉处（不超过20℃）保存。,未知,未知,常见：红斑、瘙痒。,婴幼儿不宜使用。儿童慎用。,未进行该项实验且无可靠参考文献，尚不明确。,1.对本药及基质成分过敏者禁用；2.血管性病毒性等感染性皮肤病禁用；3.溃疡性皮肤病禁用。,国药准字H20063982
￥19.90,"
林宝仙珍 淫羊藿叶50g/袋 精选整叶片泡酒泡茶中药材 男性滋补养生",100075508950,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
