,价格（￥）,名称,sku
1972,￥36.00,[天衡] 舒林酸片0.1g*12片/盒,100035720470
1973,￥12.00,[福元] 复方醋酸氟轻松酊20ml/支,100005801677
1974,￥19.90,"
林宝仙珍 淫羊藿叶50g/袋 精选整叶片泡酒泡茶中药材 男性滋补养生",100075508950
1975,￥19.90,[倍怡] 氯沙坦钾片50mg*28片/盒,100012655862
1976,￥115.80,美国进口迪巧儿童钙片60粒儿童青少年4-6-13-17岁补钙儿童手足抽筋成长期碳酸钙维D钙咀嚼片 含维生素d3,100006263973
1977,￥90.00,5盒装[舒泰得] 雷贝拉唑钠肠溶片10mg*18片/盒,100094232359
1978,￥80.00,[波利特] 雷贝拉唑钠肠溶片10mg*7片/盒,4231840
1979,￥59.00,"
民间郎中华佗痔疮膏痔根斷去l肉球神器内外痔疮专用特俲药消痔凝胶混合痔疮便血肛门瘙痒薬1膏治痔疮栓屁眼痒",100061134486
1980,￥5.50,博祥参苓白术散1.5g*10袋盒,100036752643
1981,￥48.90,"
福记坊南京同仁堂锁阳中药材100g金锁阳可配肉苁蓉锁阳淫羊藿肉苁蓉+淫羊藿叶+巴戟天+锁阳泡酒泡茶",100104441284
1982,￥18.00,白云山 绞股蓝总甙片 20mg*80片/盒,2943426
1983,￥23.00,双鲸 维生素AD滴剂（胶囊型） 30粒 一岁以下 预防佝偻病、夜盲症,100015204822
1984,￥23.00,[仲景] 天王补心丸（浓缩丸）200丸/瓶 ,100012549004
1985,￥118.00,"
久冈制药 膝盖疼痛专用部位型冷敷凝胶滑膜炎半月板损伤的关节疼痛风湿扭伤跌打肿胀积液喷雾剂 1盒装",100068146566
1986,￥48.00,奥泰灵 盐酸氨基葡萄糖胶囊 0.75g*20粒 治疗和预防全身所有部位的骨关节炎 缓解消除骨关节炎疼痛、肿胀等,100076047396
1987,￥32.90,硬核医生阿达帕林凝胶17g*1支 第三代维A酸乳膏国药准字祛痘痘痘药膏治疗粉刺痤疮青春痘闭口酒渣鼻,100033324288
1988,￥338.00,凯立通    利马前列素片 5μg*10片*1袋,100067859927
1989,￥318.00,发迹生发喷雾米诺地尔酊90ml*3瓶5%浓度男女性防脱育发液发际线快速增长治疗斑秃脂溢性严重脱发白发药品搽剂,100063961449
1990,￥185.00,泛福舒 细菌溶解产物胶囊 3.5mg*30粒,100074633822
1991,￥14.00,济仁 橘红痰咳颗粒 10g*12袋 祛痰止咳 感冒咳嗽痰多气喘,5706465
1992,￥9.90,齐鲁 齐明舒 依托考昔片 60mg*5片/盒,100009878723
1993,￥15.90,阿哌沙班片2.5mg*14片/盒,100010494933
1994,￥27.00,21金维他 多维元素片(21) 28片 用于预防和治疗因维生素与矿物质缺乏所引起的各种疾病,100034078735
1995,￥79.00,蔓迪女士生发喷雾30ml【宽发缝专属】5%米诺地尔酊（防脱育发液）,100014212478
1996,￥59.90,"
宫本武藏医用冷敷凝胶关节型膝盖疼痛肿胀僵硬风湿性关节炎专用网球肘的特傚效药腱鞘炎滑膜炎积水积液损伤穴位膏",100074647505
1997,￥52.00,[伟哥] 他达拉非片5mg*5片/盒,100039328094
1998,￥7.50,健民 足光散 40g*4袋 清热燥湿 杀虫敛汗 用于湿热下注所致的角化型手足癣及臭汗症,100010909747
1999,￥20.50,[金纽尔] 复方丙酸氯倍他索软膏10g:5mg:2.5mg/盒,3836761
2000,￥8.60,乐龄克林霉素磷酸酯凝胶  20克：0.2克*20克/支*1支/盒 寻常痤疮,100000467756
2001,￥30.60,[步长] 冠心舒通胶囊0.3g*60粒/盒,100054106365
2002,￥89.00,陈李济 壮腰健肾丸 5.6g*10丸*6盒  壮腰健肾 养血祛风湿 肾亏腰痛 膝软无力 小便频数 风湿骨痛 神经衰弱,100099381818
2003,￥54.64,"
济心堂褥疮膏老年人长期卧床导致部位皮肉溃烂压疮护理膏去腐专用消炎生I肌膏褥疮溃烂药老人用【买二送一】 ",100057277579
2004,￥11.40,海王 氯雷他定咀嚼片过敏性鼻炎 喷嚏鼻涕鼻痒鼻塞眼部痒及烧灼感YYP 5mg*6片,3116821
2005,￥60.00,伍舒芳 希尔安 麝香追风止痛膏 7cm*10cm*4贴 祛风除湿 散寒止痛 关节 肌肉 扭伤疼痛 止痛膏 膏药,100023917488
2006,￥78.90,瑞珠 聚乙烯醇滴眼液 （0.8ml：11.2mg）0.8ml*25支*2盒  眼药水疲劳 眼干眼涩 人工泪液 缓解干眼症 ,100014487487
2007,￥5.20,[粤威] 少林风湿跌打膏7cm*9.5cm*8贴/盒,4364749
2008,￥26.90,佛慈 六味地黄丸（浓缩丸） 360丸 滋阴补肾 用于肾阴亏损 头晕耳鸣 腰膝酸软 骨蒸潮热 盗汗遗精,4887658
2009,￥39.00,[三精] 拉西地平片4mg*30片/盒,5880320
2010,￥58.00,"
【官方直售】李时珍耳鸣耳部穴位贴可搭耳鸣专用成功耳聋耳鸣神经性药滴耳液使用耳朵嗡嗡响蝉鸣声非治耳鸣神100%药械备案3盒",100087821094
2011,￥44.50,立普妥 阿托伐他汀钙片20mg*7片,4309784
2012,￥49.00,"
桐福康香港黄道益活络油出品 刮痧按摩活络舒筋跌打损伤扭伤油 黄道益香港药业有限公司出品活络油25ml",100038134279
2013,￥14.00,南洋 硝酸益康唑喷雾剂1% *20g治脚气药止痒脱皮烂脚丫真菌感染皮肤念珠菌病体癣股癣足癣用药,100005302684
2014,￥54.00,[捷维] 枸橼酸托法替布片5mg*28片/盒,100010292189
2015,￥59.00,恩威 脑心舒口服液10ml*14支*3盒 安神补脑非处方药失眠多梦神经衰弱安眠失眠特效解郁安神改善睡眠药,100059307604
2016,￥32.90,君碧莎 益气聪明丸 4.5g*12瓶 益气升阳 聪耳明目 用于耳聋耳鸣 视物昏花耳朵消炎药耳鼻喉用药,100008392242
2017,￥64.50,5盒装修正 克霉唑乳膏 3%*10g阴道炎 体癣 股癣 头癣 手癣 足癣 花斑癣念珠菌性甲沟炎,100063477638
2018,￥53.60,达克宁酮康唑乳膏15g*2盒股癣专用药膏皮肤癣药膏股藓大腿内侧 真菌感染皮肤用药体癣足癣手癣花斑癣,100053460068
2019,￥59.00,"
协和京品湿疹药软膏止根去痒阴囊潮湿肛门瘙痒成人专用外阴痒妇科私处凝胶皮炎平湿疹婴儿真菌感染牛皮癣股癣止痒",100087551052
2020,￥90.00,波利特 雷贝拉唑钠肠溶片 10mg*7片,100043512389
2021,￥179.90,维固力 硫酸氨基葡萄糖胶囊 0.25g*120粒/盒  氨糖 原发性及继发性骨关节炎,100051893904
2022,￥8.90,五景 色甘酸钠滴眼液 8ml 过敏性结膜炎 眼红痒 红血丝 眼药水,2972102
2023,￥148.00,达霏欣 米诺地尔酊搽剂2%浓度60ml/瓶女性生发液生发凝胶喷雾防脱发产后脱发发际线,5159016
2024,￥11.00,[安士] 盐酸伐昔洛韦片0.3g*6片/盒,4615459
2025,￥204.00,"
尾崎制药医用敷料消痔疮凝胶栓膏去肉球特傚效药专用痔根斷去肉球神器根卡波姆凝胶止便秘痒肛门瘙痒",100097973020
2026,￥11.00,999三九对乙酰氨基酚口服溶液 3.2%*（5ml:160mg）*60ml 儿童感冒药退烧药 小儿感冒发烧发热 缓解头痛疼痛,100019878722
2027,￥99.00,普力得康必得盐酸氨基葡萄糖胶囊0.24g*180粒缓解和消除骨关节炎的疼痛肿胀等症状改善关节活动功能,100000059068
2028,￥42.80,美林布洛芬混悬液100ml微粒儿童退烧药感冒药止痛药发烧1岁及以上婴幼儿小孩发热退热止痛牙疼头痛肌肉痛,100003051489
2029,￥22.00,陈李济 补脾益肠丸 72g/瓶 益气养血 温阳行气 涩肠止泻 用于脾虚气滞所致的腹胀疼痛 肠鸣泄泻,3150728
2030,￥23.60,洛芙醋酸曲安奈德益康唑乳膏21g湿疹汗疱疹脚气药膏止痒脱皮烂脚丫根治脚臭脚出汗水泡型脚气抗真菌感染止痒,100055261376
2031,￥65.00,999三九感冒灵颗粒10g*9袋感冒药解热镇痛用于感冒引起的头痛发热鼻塞流涕咽痛5盒装,100053124474
2032,￥20.00,本草纲目 七叶神安片 50mg*12s*2板 益气安神心气不足所致的心悸失眠,3120889
2033,￥8.90,马应龙 氧化锌软膏15%10g  皮肤用药 急性皮炎 湿疹 痱子 轻度 小面积皮肤溃疡 外用,100035775404
2034,￥39.00,"
仙艾 肩周炎专用贴膏肩膀疼痛抬臂特困难肩周劳损僵硬膏药贴热敷理疗傚肩颈贴  ",100082152343
2035,￥14.50,泰华堂 银黄胶囊0.3g*24粒 清热解毒 用于急慢性扁桃体炎 急慢性咽喉炎 上呼吸道感染,100013964092
2036,￥20.00,御铺 清艾条 25g*10支,100085618379
2037,￥13.00,力生  枸橼酸喷托维林片    25mg*100片   用于各种原因引起的干咳,100041608876
2038,￥475.00,5盒装[白云山] 昆仙胶囊0.3g*12粒/盒,100071685545
2039,￥11.00,[哈药] 阿莫西林胶囊0.5g*20粒/盒,100012205470
2040,￥39.00,"
医用卡波姆痔疮膏去肉球根断品正内外混合肛门瘙痒潮湿便血脱肛裂肛周脓肿消痔凝胶专用神器药20g",100046054068
2041,￥27.00,北京同仁堂  养阴清肺丸30g 清热利咽 咽喉干燥疼痛 干咳少痰,3545690
2042,￥52.80,瑞珠 聚乙烯醇滴眼液0.4ml*30支 可作为一种润滑剂预防或治疗眼部干涩 异物感 眼疲劳等刺激症状或改善眼部的干燥症状,100026940925
2043,￥18.57,悦康志德 丹参120g/瓶 活血祛瘀 通经止痛 清心除烦 凉血消痈,100033348439
2044,￥27.90,[双星] 前列回春胶囊0.3g*36粒/盒,4369732
2045,￥21.90,天和骨通贴膏7cm*10cm*10贴 祛风散寒 消肿止痛 寒湿阻络 血瘀证 关节疼痛肿胀 麻木重着 屈伸不利,2943732
2046,￥6.80,彤医 百癣夏塔热片 0.31g*45片 皮肤病中药祛痘药痤疮过敏性皮炎手癣脚气藓花斑癣,100017238722
2047,￥59.00,"
养益君 麸炒山药片 铁棍山药片400g（200g*2罐）怀山药片 干山药片即食山药干 焦作垆土铁棍山药 怀山淮山药",100102735780
2048,￥18.90,[银涛] 强力定眩胶囊0.4g*36粒/盒,5143489
2049,￥49.00,"
协和京品肩周炎冷敷凝胶肩周炎专用贴膏药肩膀疼痛肌肉劳损热敷颈肩胛骨疼痛护肩舒筋活血喷雾药 1盒装",100037309073
2050,￥8.80,[倍他乐克] 酒石酸美托洛尔片25mg*20片/盒,100011948573
2051,￥39.00,"
雷允上 白术片200g可磨白术粉可炒白术片于术冬白术",100047374114
2052,￥34.00,他克莫司软膏0.03%*9g/盒,100057988234
2053,￥15.00,达芬蓉  克林霉素磷酸酯外用溶液30ml：0.3g*30ml  用于治疗寻常痤疮,100013562618
2054,￥50.00,尤靖安 人干扰素α2b凝胶 10g/支(1.0×10⁵IU/g),100020199927
2055,￥140.40,益君康 复方嗜酸乳杆菌片 20片*3盒 益生菌儿童 腹泻腹痛 成人便秘 调理肠胃 活菌 肠胃消化用药,100057988271
2056,￥6.00,万通 复方醋酸地塞米松乳膏 20g:15mg*20g*1支/盒 用于瘙痒皮炎湿疹等,100046430650
2057,￥58.00,[可多华] 甲磺酸多沙唑嗪缓释片4mg*10片/盒,5137982
2058,￥7.00,[三精] 阿莫西林胶囊0.5g*20粒/盒,100039711303
2059,￥119.40,[欣然] 硝苯地平控释片30mg*12片/盒 6盒装,100053114210
2060,￥17.00,北京同仁堂 气管炎丸 300粒 散寒镇咳祛痰定喘风寒所致咳嗽,3538694
2061,￥259.90,硬核医生米诺地尔酊生发液180ml(30ml*6瓶)男士疗程装 5%浓度治疗斑秃脱发增发密发喷雾凝胶搽剂育发,100053122544
2062,￥103.00,"
久冈制药 肩周炎冷敷凝胶专用贴膏肩膀疼痛僵硬抬臂困难热敷颈肩疼痛酸胀肩胛骨关节劳损护肩保暖肩周炎喷雾剂 1盒装",100020971833
2063,￥19.80,佛慈 防风通圣丸（浓缩丸）200丸 解表通里清热解毒,3326344
2064,￥44.70,修正   环吡酮胺乳膏 1%（20克:0.2克）15克/支*3,100088653313
2065,￥138.00,"
【日本监制】岩井昃弘制药顽固牛皮癣专用皮肤瘙痒银屑药皮炎股癣特湿疹膏病效牛皮藓大腿内侧止瘙痒膏根手足头鲜癣立净成人百草止药皮肤瘙皮...",100098771232
2066,￥39.00,"京东国际	
久光制药止痛贴日本进口肌肉酸痛活血化瘀消肿止痛跌打损伤风湿骨痛止痛贴10cm×14cm 40mg*7片",100016254194
2067,￥20.90,哈药菊梅利咽含片1.2g*6片*3板清肺利咽消肿止痛急慢性咽炎咽痛咽干异物感。,100012234392
2068,￥23.60,卢医山 大风丸 9g*8袋 舒筋活血 腰腿疼痛 四肢麻木,100008097422
2069,￥29.00,[得恩德] 雷公藤多苷片10mg*100片/瓶,100012822303
2070,￥11.90,众生 众生 复方门冬维甘滴眼液 10毫升/瓶 用于抗眼疲劳，减轻结膜充血症状,100010841155
2071,￥19.90,999乌洛托品溶液 39.5%*20ml盒手足多汗腋臭狐臭,100021108283
2072,￥7.00,[顺势] 舒筋活血片0.3g*108片/盒,100027181781
2073,￥6.00,许诺 红霉素软膏 1%*20g 化脓性皮肤病 寻常痤疮,100020972398
2074,￥16.00,[常药] 氢氯噻嗪片25mg*100片/瓶,100016373876
2075,￥49.00,"
养庆堂北京同仁堂丹参粉紫丹参中材药搭三七粉山楂粉泡水100g",100028942767
2076,￥196.00,[阿斯德] 铝镁匹林片(II)24片/盒【4盒】,100053082132
2077,￥600.00,3盒装欧乐欣 乌美溴铵维兰特罗吸入粉雾剂 62.5μg:25μg*30吸 ,100070125565
2078,￥52.20,[凤凰城] 天丹通络胶囊0.4g*60粒/盒,5663937
2079,￥99.00,草晶华破壁草本 中药鱼腥草破壁饮片 2g*20袋/罐  清热解毒 消痈排脓 利尿通淋,4368456
2080,￥84.00,金达克宁乳膏酮康唑乳膏15g+达克宁硝酸咪康唑散40g脚气膏止痒脱皮烂脚丫的药脚气药膏除脚臭泡脚脚癣,100007727946
2081,￥6.80,午时   金银花露 300ml/瓶 清热解毒 用于小儿痱毒 暑热口渴,100011339442
2082,￥5.00,德济  刺五加颗粒  10g*6袋/盒 益气健脾 补肾安神 用于脾肾阳虚 体虚乏力,100019014211
2083,￥26.90,丁教授 耳聋通窍丸 5g*10袋/盒 清热泻火肝胆火盛 耳聋耳鸣 耳内流脓,100017310612
2084,￥39.00,[健达] 小青龙胶囊0.45g*24粒/盒,100057757207
2085,￥69.00,"
舒元康 活络效灵丹易络效灵丹颗粒真材实料药食同源葛根黄精250g/罐",100054403083
2086,￥29.90,"
【已售10万+瓶】北京同仁堂内廷上用 甘草片复方甘草含片老牌子嗓子干痒咳嗽100片/瓶",100071594022
2087,￥19.90,康齿宁 丁硼乳膏 120g/支【2盒装】 消炎止痛 用于牙龈炎 牙周炎 牙龈红肿 口腔炎等,100059033663
2088,￥438.00,【6盒装】[安博维] 厄贝沙坦片0.15g*28片/盒,100061500287
2089,￥48.00,"
【美国SUICH】植蔻兰 膝盖疼痛专用膏贴膝盖贴药膝盖穴位贴滑膜炎贴膝关节疼痛肿胀积水积液药腿疼膝盖疼痛贴",100050194254
2090,￥59.00,"
【日本监制】痔疮膏痔根斷去l肉球神器卡波姆痔疮凝胶痣疮内外便秘痔疮膏去l肉球痔疮专用特俲非药品肛门瘙痒药l膏屁眼痒肛周瘙痒夜间加重止l痒...",100090600568
2091,￥56.00,恩威 六味地黄丸胶囊60粒 六位味地黄丸肾虚肾亏补肾强身固精补肾丸非生精补精子胶囊滋阴补肾阴虚耳鸣遗精,4701802
2092,￥23.00,百灵鸟 贵州百灵 咳速停胶囊0.5g*24粒 感冒咳嗽 止咳糖浆 咳嗽药 咯痰气喘 补气养阴 润肺止咳,100009059965
2093,￥22.80,太极 耳聋左慈丸（浓缩丸）200丸/盒 滋肾平肝 肝肾阴虚 耳鸣耳聋 头晕目眩,100072178079
2094,￥9.00,[安联依柯] 双氯芬酸钾片25mg*20片/盒,100017385974
2095,￥19.60,[同仁堂] 木瓜丸240丸/瓶,4410080
2096,￥28.80,[澳能] 卤米松乳膏1g:0.5mg*15g/盒,100008799013
2097,￥15.80,北京同仁堂 麦味地黄丸 600粒 滋肾养肺 用于肺肾阴亏 潮热盗汗 咽干 眩晕耳鸣 腰膝痠软,6893259
2098,￥28.80,美匠师碘甘油30ml*2瓶 口腔溃疡专用药牙龈炎牙周炎口腔用药牙龈肿痛消炎快速止痛牙科抑菌液,100057981439
2099,￥14.00,太极 半夏止咳糖浆180ml/瓶 止咳祛痰，风寒咳嗽、痰多气逆 ,100071943666
2100,￥59.00,"
点痣膏脸部去痣专用点痣膏面部点痣药水无痕正的品点痦子去I黑痣无痛儿童可用美容院民间郎中",100072330381
2101,￥6.80,太平 曲咪新乳膏10g/支 用于湿疹接触性皮炎脂溢性皮炎神经性皮炎体股癣手足癣,100038545442
2102,￥95.00,[康忻] 富马酸比索洛尔片5mg*30片/盒,100013881807
2103,￥200.00,5盒装[济川药业(JUMPCAN)] 蒲地蓝消炎口服液10ml*10支/盒,100083584507
2104,￥33.00,太极 鼻窦炎口服液10ml*6支成人儿童可用鼻炎鼻塞不通流鼻涕流黄稠涕急慢性鼻炎鼻窦炎鼻炎鼻塞通窍,7872124
2105,￥10.00,神威神苗小儿氨酚黄那敏颗粒20袋缓解普通感冒引起的发热头痛四肢酸痛打喷嚏,3372504
2106,￥36.80,荣昌肛泰 痔疮软膏10g*2支 凉血止血 清热解毒 燥湿敛疮 用药内痔 混合痔,4021691
2107,￥38.00,太极 补肾益脑胶囊 0.27g*12粒*6板/盒  养血生精 补肾益气 1盒,100072153317
2108,￥26.50,白云山 明兴 清开灵颗粒   10g*20袋 清热解毒 镇静安神 用于外感风热所致发烧 烦躁不安 喉咙肿痛 以及上呼吸道感染 病毒性感冒 急性咽炎见上述证候者,100019878710
2109,￥26.00,"
仁和药业4%硼酸酒精抑菌液10ml 人用滴耳液成人中耳道耳朵化脓清洁液",100029352255
2110,￥8.20,[凯合荣] 复方丹参片0.32g*200片/瓶,100004615333
2111,￥39.00,3盒装全泰 小青龙颗粒 13g*6袋 解表化饮 止咳平喘 用于风寒水饮 恶寒发热 无汗 喘咳痰稀,100058987689
2112,￥45.00,闪亮 玻璃酸钠滴眼液30支/盒 人工泪液缓解干眼症 眼药水疲劳 眼干眼涩 不含防腐剂隐形眼镜滴用,100046430658
2113,￥11.00,同仁堂 艾附暖宫丸 30g 理气补血 暖宫调经 子宫虚寒 月经量少 经期腹痛,100022280788
2114,￥37.00,"
【云南本草】云标堂 脂肪瘤去除膏脂肪瘤专用经药监备案皮下脂肪瘤特傚效保健膏肉瘤专用皮下脂肪包块肿瘤",100073441537
2115,￥5.00,[华北制药] 甲硝唑片 0.2g*10片*2板/盒,100072142271
2116,￥9.00,[沃佳康] 脂脉康胶囊  0.3g*15粒*3板/盒,100089434083
2117,￥154.00,太极 桐君阁楂曲平胃合剂100ml*2盒 健脾消食 用于脾胃不和不思饮食脘腹胀满呕吐恶心噫气吞酸大便溏泄,100091668755
2118,￥22.80,[同仁堂] 滋补肝肾丸9g*10丸/盒,5796371
2119,￥79.00,"
时珍世家 腰椎冷敷凝胶喷剂腰部部位型卡波姆医用退热凝胶专用腰椎间盘突出腰疼痛腰肌劳损药剂【3盒装】",100064815118
2120,￥49.00,"
舒元康 四君子汤膏颗粒丸茶包搭脾胃虚弱脾胃虚寒湿气重",100023659403
2121,￥55.00,[康恩贝] 麝香通心滴丸35mg*36丸/盒,100059571899
2122,￥5.50,川石 尿素乳膏10%*10g尿素维e乳膏尿素软膏霜手足皲裂干裂皮肤干燥脱皮脚后跟干裂修护膏,100027042169
2123,￥4.50,[哈药六] 罗红霉素分散片50mg*12片/盒,100011969590
2124,￥14.00,松鹿 少腹逐瘀丸 9克*10丸/盒 温经活血，散寒止痛。寒凝血瘀所致的月经后期、痛经,100026941343
2125,￥49.00,白云山 晶戈 他达拉非片20mg*6片,100015002749
2126,￥860.00,[同仁堂] 安宫牛黄丸3g/盒,3154005
2127,￥7.00,美莎抒 盐酸特比萘芬乳膏 15g：0.15g*15g/支治疗手癣足癣体癣花斑癣皮肤念珠菌病,100081873176
2128,￥59.80,迪芙曼 二硫化硒洗剂120g 2.5% 去头屑头皮脂溢性皮炎花斑癣（汗斑）,100064127928
2129,￥24.00,[富露施] 乙酰半胱氨酸泡腾片0.6g*4片/瓶,4337680
2130,￥14.80,恩威 克霉唑乳膏3%*10g 脚气药止痒脱皮烂脚丫真菌感染止痒皮肤用药 霉菌性阴道炎外阴瘙痒妇科用药,100079268246
2131,￥13.90,[安友] 扎冲十三味丸0.1g*30丸/盒,6015836
2132,￥129.80,益君康 复方嗜酸乳杆菌片 60片 益生菌调理肠胃 成人儿童腹泻 拉肚子 便秘通便 肠胃消化用药,100019847429
2133,￥8.40,[闽海] 痔速宁片48片/盒,100019650027
2134,￥26.00,恒玉佳五子衍宗丸9g*8袋 补肾益精 用于肾虚精亏 阳痿不育 遗精早泄 腰痛尿后余沥,100085359182
2135,￥5.50,[福森] 卡托普利片25mg*100片/盒,100026177507
2136,￥6.40,悦康志德 荷叶15g/瓶 清暑化湿,100033625699
2137,￥24.00,[双药] 桃红清血丸 5g（30丸）*3板/盒,100038912587
2138,￥28.80,南京同仁堂 六味地黄丸（浓缩丸） 300丸 滋阴补肾 肾阴亏损 头晕耳鸣 盗汗遗精,100015626474
2139,￥19.50,[乐喜林]尼麦角林片 5mg*12片*2板,4082402
2140,￥63.00,[协安之] 缬沙坦氨氯地平片(I)80mg:5mg*30片/盒,100035834996
2141,￥38.90,[速高捷] 小牛血去蛋白提取物眼用凝胶 5克（20%）,4647737
2142,￥28.50,3盒装葵花 蒲地蓝消炎片 0.24g*40片 清热解毒 抗炎消肿 用于 疖肿 咽炎 扁桃体炎,100052764306
2143,￥52.00,"
脚医生甲沟炎专用液20ml非药消肿息肉芽红肿发炎指甲嵌甲矫正甲沟炎矫正器",100030339371
2144,￥11.90,仁和 克林霉素磷酸酯凝胶15g*1支 用于治疗寻常痤疮,5449314
2145,￥75.00,[瑞素坦] 雷米普利片5mg*28片/盒,100014632761
2146,￥45.00,达克宁硝酸咪康唑乳膏20g*2盒灰指甲专用药治疗敏感真菌引起的指（趾）甲感染灰指甲药杀菌甲癣甲真菌病,100053447934
2147,￥13.80,德海 天麻首乌片 100片/瓶 滋阴补肾治疗白发脂溢性脱发,100004748649
2148,￥35.00,"京东国际	
宏兴鹧鸪菜中国香港港版复方散剂冲剂驱虫药蛔虫病消积食除虫健脾开胃化痰儿童小孩肠胃不适肠痛哭闹5包/盒",100005160241
2149,￥52.00,泽普思 氟比洛芬凝胶贴膏40mg*6贴/盒,100007388613
2150,￥15.00,[渡舒] 孟鲁司特钠片10mg*5片/盒,100045207196
2151,￥188.00,"
【德国原研】医用消痔凝胶卡波姆痔疮膏去肉球痔根斷正去品肉球神器治痔疮专用非药肛门内外混合痣疮效i特药痔疮栓肛门瘙痒药i膏屁眼痒肛周瘙痒...",100098771190
2152,￥69.00,"
协和京品 牙周炎专用牙膏医用脱敏糊剂牙科分离剂牙周炎牙龈炎专用I药牙齿松动固齿修i复牙龈萎缩出血肿痛再生抗i敏",100082148975
2153,￥99.00,[紫鑫] 四妙丸6g*24袋/盒,100062820338
2154,￥17.90,丽芙阿达帕林凝胶16g/盒去黑头修复毛孔收缩毛孔粗大祛痘印修复淡化痘印痘坑修复药膏去闭口粉刺维a酸乳膏,100064788467
2155,￥105.00,[明欣利迪] 咪喹莫特乳膏3g：0.15g*3g/支,5253182
2156,"￥39.00

￥38.00",修正 益气养血口服液10ml*10支 补气血女补气养血贫血生血补肾气血不足体虚乏力黄芪精,100032338758
2157,￥17.90,[同仁堂] 皮肤病血毒丸200丸/盒,3750155
2158,￥116.00,"
北京同仁仁堂湿疹喷剂皮肤抑菌喷雾肛周肛门腹沟股成人大腿内侧瘙痒阴囊潮湿专用湿疹特傚私处药械备案3盒装",100077835339
2159,￥296.00,楚甲 盐酸阿莫罗芬搽剂 5%*2.5ml*2盒装治疗特i效药根治专用药敏感真菌引起的指（趾）甲感染灰指甲感染专用药甲癣甲真菌病,100052820570
2160,￥9.90,[707] 锡类散1g/瓶,100035775374
2161,￥38.00,中国药材同济堂润燥止痒胶囊 0.5g*36粒 养血滋阴 祛风止痒 润肠通便 适用于便秘 皮肤瘙痒 痤疮,100024677745
2162,￥24.30,太龙 双黄连口服液（浓缩型）10ml*10支 外感风热所致的感冒 发热 咳嗽 咽痛,100011361450
2163,￥56.90,兴齐 盈润羟丙甲纤维素滴眼液 0.5%*0.4ml*20支 玻璃酸钠 人工泪液 缓解眼不适不含抑菌剂 眼药水,100035666945
2164,￥7.90,"
澹生堂艾草膝盖贴膝盖风湿劳损关节僵硬远红外筋骨痛贴艾灸热敷贴缓解膝盖冰冷辅助医用理疗药贴",100044564719
2165,￥21.80,葵花 小儿柴桂退热颗粒5g*10袋 发汗解表退烧药退热用于小儿外感发热头身痛流涕咽红,7886613
2166,￥65.80,吗丁啉胃药多潘立酮片42片*2盒健胃消食养胃肠胃炎胃痛腹胀气消化不良增强胃动力可用于呕吐恶心腹胀嗳气强生,100053499580
2167,￥63.00,[瑞代] 肠内营养乳剂(TPF-D)500ml/袋,100018474520
2168,￥59.90,"
老金磨方无糖黑芝麻丸450g九蒸九晒高膳食纤维手工糕点孕妇即食健康零食独立小包装",100018614419
2169,￥178.00,万艾可 枸橼酸西地那非片 50mg*5片 ,100012950008
2170,￥31.00,"
福东海八仙果500克/瓶 八珍果干陈年柚子参 甘草片化州橘红陈皮八仙果",100024441828
2171,￥6.93,舒伕 复方醋酸地塞米松凝胶 20克/支,100064774650
2172,￥14.70,[迪沙] 苯磺酸左氨氯地平片2.5mg*12片/盒,100020199917
2173,￥36.00,"
添睿医用皮肤凝胶皮肤湿疹膏皮炎私处专用湿疹真菌药皮肤瘙痒神经性皮炎皮肤用药潮湿红斑干燥止脱皮痒 皮炎湿疹专用膏*1",10083221494932
2174,￥75.00,[朱养心] 治伤胶囊0.25g*36粒/盒 5盒装,100053740220
2175,￥17.90,同仁堂 TRT 六味地黄丸 大蜜丸 9g*10丸 滋阴补肾 用于肾阴亏损 头晕耳鸣 腰膝酸软 骨蒸潮热 盗汗遗精,100022019030
2176,￥354.00,硬核医生 米诺地尔酊生发液56ml*3瓶疗程装 5%浓度男女通用 治疗斑秃脱发增发密发喷雾凝胶搽剂育发液,100044806807
2177,￥830.00,"京东国际	
Aussia澳洲战神达米阿a那淫羊藿刺蒺藜牡蛎玛咖片海狗丸促睾酮素阴茎久持硬增长粗大私处发育二次成人房事药专用",100059120936
2178,￥288.00,"
【德国原研】医用消痔凝胶卡波姆痔疮膏去肉球痔根斷正去品肉球神器治痔疮专用非药肛门内外混合痣疮效i特药痔疮栓肛门瘙痒药i膏屁眼痒肛周瘙痒...",100089618425
2179,￥26.98,丽芙阿达帕林凝胶35g/盒祛痘印修复淡化痘印痘坑修复药膏去黑头修复毛孔收缩毛孔粗大去痘痘和痘印痤疮,100054600198
2180,￥32.22,"
南同九坊 南京同仁堂 山药葛根玉米羹 0脂肪玉米糊无添加蔗糖搭铁棍山药粉即食粗粮早餐冲饮代餐粉 600g/罐",100064184617
2181,￥61.00,"
仟农仟滋 牛大力510克 牛大力根可泡酒煲汤中药材原材料",100084509323
2182,￥27.90,修正 斯达舒 维U颠茄铝胶囊II 12粒/盒 缓解胃酸胃痛胃灼热感反酸慢性胃炎,100025645222
2183,￥44.90,[全安] 安胃疡胶囊0.2g*40粒/盒,100042291593
2184,￥63.90,"
仁和 腰椎间盘突出膏贴 腰间盘突出专用贴 药局注册腰痛腰疼腰部损伤腰椎医用冷敷远红外理疗10贴",100033851750
